Progress,Duration (in seconds),Finished,RecordedDate,Q_RecaptchaScore,Q4,Q5,Q4,Q90,Q90_4_TEXT,Q91,Q5,Q5_3_TEXT,Q5_9_TEXT,Q6,Q6_8_TEXT,Q7,Q8,Q8_7_TEXT,Q9,Q10,Q10_7_TEXT,Q12,Q13,Q14,Q14_8_TEXT,Q16,Q18,Q18_9_TEXT,Q19,Q19_5_TEXT,Q20,Q20_1_TEXT,Q21,Q21_5_TEXT,Q22,Q24,Q25,Q23,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q31,Q33,Q34,Q36,Q37_1,Q37_2,Q39_1,Q39_2,Q39_3,Q39_4,Q39_5,Q39_6,Q39_7,Q39_8,Q39_9,Q40,Q40_7_TEXT,Q41,Q42_1,Q42_2,Q42_3,Q44_1,Q44_2,Q44_3,Q44_4,Q44_5,Q44_6,Q44_7,Q44_8,Q44_9,Q46_1,Q46_2,Q46_3,Q46_4,Q46_5,Q46_6,Q46_7,Q47,Q47_8_TEXT,Q48,Q66,Q67,Q95,Q95_9_TEXT,Q102,Q102_9_TEXT,Q93_1,Q93_2,Q58,Q68,Q68_7_TEXT,Q59,Q59_7_TEXT,Q60,Q61_1,Q61_2,Q61_3,Q96_1,Q96_2,Q96_3,Q96_4,Q96_5,Q96_6,Q96_7,Q96_8,Q96_9,Q70,Q65_1,Q65_2,Q65_3,Q65_4,Q65_5,Q65_6,Q65_7,Q65_8,Q65_9,Q66,Q66_8_TEXT,Q71,Q67,Q84,Q84_8_TEXT,Q88,Q88_8_TEXT,Q89
100,2229,TRUE,2023-05-18 3:25,0.699999988,,,35-44,Female,,No,White or European descent,,,Financial aid/Benefits,,3000,House,,Riley Park,Parent(s),,"Dependent adult(s),No",4,Cat,,I use drugs multiple times a week,"Amphetamines (ex. speed, meth),Cocaine, crack",,Injection,,Yes (please specify),Xanax,At home,,Yes,Extremely concerned,Yes,When they're not around,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,About half the time,Sometimes,Most of the time,Sometimes,Most of the time,About half the time,More communication,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,hemp,Moderately concerned,Somewhat agree,Somewhat agree,1,3,4,9,8,7,6,2,5,"It is convenient/close by,I am confident in the veterinary or health care staff knowledge of the situation",,Moderately concerned,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,"Using respectful language (ie. avoiding terms like ""addict"", ""junkie"", etc.),Discussing patient-vet confidentiality,Providing assurance that accidents happen, that it was not your fault,Being knowledgeable about drugs and their effects",,patience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2242,TRUE,2023-05-18 3:25,,,,35-44,Male,,No,White or European descent,,,Part-time employment,,2500,"Staying with someone else (family, friend)",,Fairview,Partner/spouse,,"Children (yours or someone else's),No",2,Reptile,,I use drugs multiple times a day,"Cannabis,Hallucinogens (ex. LSD, magic mushrooms, MDMA/ecstacy),Opioids,Steroids",,Snorting,,Yes (please specify),Xanax,At home,,Yes,Somewhat concerned,Yes,Hide yourself in a hidden place,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Sometimes,Sometimes,About half the time,About half the time,Sometimes,Sometimes,Don't be discriminated against,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,hemp,Quite concerned,Somewhat agree,Somewhat agree,7,8,2,6,9,5,4,3,1,"It is convenient/close by,I have a prior relationship with the veterinarian or healthcare staff,I DO NOT have a prior relationship with the veterinarian of health care staff,The cost of the treatment",,Moderately concerned,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,"Maintaining a friendly, non-judgmental demeanor,Being knowledgeable about drugs and their effects",,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2252,TRUE,2023-05-18 3:25,,,,18-24,Male,,No,White or European descent,,,Financial aid/Benefits,,2500,Apartment/condo,,Surrey,Partner/spouse,,"Dependent adult(s),No",4,Dog,,I have used drugs once or twice a month for the past six months,"Hallucinogens (ex. LSD, magic mushrooms, MDMA/ecstacy),Opioids,Steroids",,Injection,,Yes (please specify),Xanax,At home,,Yes,Not at all concerned,Yes,When they're not around,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Most of the time,Sometimes,Sometimes,Most of the time,Most of the time,About half the time,Don't be discriminated against,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,hemp,Extremely concerned,Somewhat agree,Somewhat agree,2,5,9,1,7,3,8,6,4,"It is open/available at the time of the emergency,It is convenient/close by,I DO NOT have a prior relationship with the veterinarian of health care staff,I am confident in the veterinary or health care staff knowledge of the situation",,Moderately concerned,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,"Emphasizing a commitment to helping your animal,Discussing patient-vet confidentiality,Maintaining a friendly, non-judgmental demeanor,Being knowledgeable about drugs and their effects",,patience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2262,TRUE,2023-05-18 3:25,,,,25-34,Female,,No,White or European descent,,,Financial aid/Benefits,,1000,Apartment/condo,,Grandview-Woodland,Sibling(s),,"Children (yours or someone else's),No",3,Dog,,I have used drugs once or twice in the past six months,"Cannabis,Depressants (ex. benzos, barbiturates),Cocaine, crack",,Smoking/inhalation,,Yes (please specify),Valium,At a safe injection site,,Yes,Somewhat concerned,Yes,When they're not around,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,About half the time,Most of the time,Sometimes,Most of the time,About half the time,Sometimes,Equality of personality,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,hemp,Quite concerned,Somewhat agree,Somewhat agree,7,8,2,4,3,6,5,1,9,"It is open/available at the time of the emergency,It is convenient/close by",,Extremely concerned,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,"Discussing patient-vet confidentiality,Providing assurance that accidents happen, that it was not your fault",,patience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2153,TRUE,2023-05-18 3:25,0.400000006,,,25-34,Female,,No,White or European descent,,,Piecework/contract work,,3000,Unhoused,,Riley Park,Partner/spouse,,"Dependent adult(s),No",1,Reptile,,I use drugs multiple times a week,"Depressants (ex. benzos, barbiturates),Opioids,Steroids",,Oral consumption,,Yes (please specify),Xanax,At home,,Yes,Not at all concerned,Yes,When they're not around,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,About half the time,About half the time,Most of the time,About half the time,Most of the time,Sometimes,Equality of personality,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,hemp,Moderately concerned,Somewhat agree,Somewhat agree,1,2,9,8,5,6,3,7,4,"I have a prior relationship with the veterinarian or healthcare staff,I am confident in the veterinary or health care staff knowledge of the situation,The cost of the treatment",,Extremely concerned,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,"Using respectful language (ie. avoiding terms like ""addict"", ""junkie"", etc.),Discussing patient-vet confidentiality,Providing assurance that accidents happen, that it was not your fault",,Knowledge of the situation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2161,TRUE,2023-05-18 3:25,0.400000006,,,35-44,Female,,No,White or European descent,,,Part-time employment,,2500,Rented apartment/condo,,Dunbar-Southlands,Partner/spouse,,"Children (yours or someone else's),No",2,Dog,,I have used drugs once or twice a month for the past six months,"Cocaine, crack,Inhalants (ex. aerosol sprays, glue, gasoline)",,Smoking/inhalation,,Yes (please specify),Xanax,At home,,Yes,Somewhat concerned,Yes,Hide the medicine,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Equality of personality,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,hemp,Moderately concerned,Somewhat agree,Neither agree nor disagree,4,8,2,5,9,6,1,7,3,"It is convenient/close by,I DO NOT have a prior relationship with the veterinarian of health care staff,I am confident in the veterinary or health care staff knowledge of the situation,The cost of the treatment",,Extremely concerned,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,"Avoiding non-incriminatory questions (ex. ""Were these your drugs?""),Maintaining a friendly, non-judgmental demeanor,Providing assurance that accidents happen, that it was not your fault,Being knowledgeable about drugs and their effects",,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2298,TRUE,2023-05-18 3:26,,,,35-44,Male,,No,White or European descent,,,Unemployed,,1000,Shelter or other community-based organization (ex. church),,UBC/West Point Grey,Partner/spouse,,"Children (yours or someone else's),Dependent adult(s)",1,Cat,,I have used drugs once or twice in the past six months,"Depressants (ex. benzos, barbiturates),Opioids",,Smoking/inhalation,,Yes (please specify),for example,"At a friend's, partner's, or relative's home",,Yes,Moderately concerned,Yes,Hide the medicine,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Sometimes,Most of the time,Most of the time,Sometimes,About half the time,Most of the time,More communication,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,hemp,Quite concerned,Somewhat agree,Neither agree nor disagree,1,3,4,7,6,5,2,8,9,"It is convenient/close by,The cost of the treatment",,Quite concerned,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,"Avoiding non-incriminatory questions (ex. ""Were these your drugs?""),Maintaining a friendly, non-judgmental demeanor",,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2299,TRUE,2023-05-18 3:26,0.699999988,,,35-44,Female,,No,White or European descent,,,Full-time employment,,2500,Shelter or other community-based organization (ex. church),,Dunbar-Southlands,Roommate(s),,"Children (yours or someone else's),Dependent adult(s)",1,Cat,,I have used drugs once or twice in the past six months,"Depressants (ex. benzos, barbiturates),Opioids",,Snorting,,Yes (please specify),oxycodone,"At a friend's, partner's, or relative's home",,Yes,Not at all concerned,Yes,Hide the medicine,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Sometimes,About half the time,Most of the time,Sometimes,Most of the time,About half the time,More communication,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,hemp,Extremely concerned,Somewhat agree,Neither agree nor disagree,5,7,8,2,4,3,9,1,6,"It is convenient/close by,I have a prior relationship with the veterinarian or healthcare staff,I DO NOT have a prior relationship with the veterinarian of health care staff,The cost of the treatment",,Extremely concerned,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,"Maintaining a friendly, non-judgmental demeanor,Providing assurance that accidents happen, that it was not your fault",,patience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2307,TRUE,2023-05-18 3:26,0.699999988,Yes,Yes,18-24,Female,,No,White or European descent,,,Financial aid/Benefits,,2000,Unhoused,,Sunset,I do not live with other people,,"Dependent adult(s),No",2,Dog,,I have used drugs once or twice a month for the past six months,"Cannabis,Hallucinogens (ex. LSD, magic mushrooms, MDMA/ecstacy),Amphetamines (ex. speed, meth)",,Oral consumption,,Yes (please specify),Xanax,Outside or in a public place,,,Somewhat concerned,Yes,Hide the medicine,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Most of the time,About half the time,Most of the time,Most of the time,About half the time,Most of the time,More concern,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,hemp,Extremely concerned,Somewhat agree,Somewhat agree,8,1,7,3,6,9,2,5,4,"I have a prior relationship with the veterinarian or healthcare staff,I DO NOT have a prior relationship with the veterinarian of health care staff,I am confident in the veterinary or health care staff knowledge of the situation,The cost of the treatment",,Quite concerned,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,"Discussing patient-vet confidentiality,Providing assurance that accidents happen, that it was not your fault,Being knowledgeable about drugs and their effects",,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2306,TRUE,2023-05-18 3:26,,,,18-24,Female,,No,White or European descent,,,Piecework/contract work,,2000,Rented apartment/condo,,Fairview,I do not live with other people,,"Children (yours or someone else's),Dependent adult(s)",3,Dog,,I use drugs every day,"Amphetamines (ex. speed, meth),Inhalants (ex. aerosol sprays, glue, gasoline)",,Smoking/inhalation,,Yes (please specify),Valium,"At a friend's, partner's, or relative's home",,,Quite concerned,Yes,When they're not around,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,About half the time,Sometimes,Most of the time,Sometimes,Most of the time,Most of the time,More communication,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,hemp,Moderately concerned,Somewhat agree,Neither agree nor disagree,6,1,5,3,7,4,2,9,8,"It is open/available at the time of the emergency,I have a prior relationship with the veterinarian or healthcare staff",,Extremely concerned,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,"Using respectful language (ie. avoiding terms like ""addict"", ""junkie"", etc.),Discussing patient-vet confidentiality,Maintaining a friendly, non-judgmental demeanor",,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2279,TRUE,2023-05-18 3:26,,,,25-34,Male,,No,White or European descent,,,Unemployed,,1000,Shelter or other community-based organization (ex. church),,Richmond,Other relative,,"Children (yours or someone else's),No",4,Reptile,,I use drugs multiple times a day,"Hallucinogens (ex. LSD, magic mushrooms, MDMA/ecstacy),Inhalants (ex. aerosol sprays, glue, gasoline),Steroids",,Injection,,Yes (please specify),Xanax,Outside or in a public place,,Yes,Quite concerned,Yes,When they're not around,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,About half the time,Most of the time,Sometimes,Sometimes,Sometimes,About half the time,Equality of personality,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,hemp,Quite concerned,Somewhat agree,Neither agree nor disagree,2,5,8,7,4,3,6,9,1,"It is convenient/close by,I DO NOT have a prior relationship with the veterinarian of health care staff,The cost of the treatment",,Quite concerned,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,"Using respectful language (ie. avoiding terms like ""addict"", ""junkie"", etc.),Maintaining a friendly, non-judgmental demeanor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2277,TRUE,2023-05-18 3:26,,,,25-34,Male,,No,White or European descent,,,Financial aid/Benefits,,2500,Unhoused,,Arbutus-Ridge,Roommate(s),,"Dependent adult(s),No",3,Reptile,,I use drugs every day,"Inhalants (ex. aerosol sprays, glue, gasoline),Steroids",,Oral consumption,,Yes (please specify),Valium,At home,,Yes,Somewhat concerned,Yes,When they're not around,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,About half the time,Sometimes,Most of the time,Most of the time,Most of the time,About half the time,More concern,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,hemp,Moderately concerned,Somewhat agree,Somewhat agree,6,8,7,3,2,5,1,4,9,"I have a prior relationship with the veterinarian or healthcare staff,I am confident in the veterinary or health care staff knowledge of the situation,The cost of the treatment",,Extremely concerned,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,"Avoiding non-incriminatory questions (ex. ""Were these your drugs?""),Discussing patient-vet confidentiality,Maintaining a friendly, non-judgmental demeanor,Being knowledgeable about drugs and their effects",,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2288,TRUE,2023-05-18 3:26,,,,18-24,Female,,No,White or European descent,,,Full-time employment,,1000,Shelter or other community-based organization (ex. church),,Port Coquitlam,Sibling(s),,"Children (yours or someone else's),No",3,Cat,,I use drugs multiple times a week,"Cannabis,Amphetamines (ex. speed, meth),Opioids",,Smoking/inhalation,,Yes (please specify),for example,At a safe injection site,,Yes,Somewhat concerned,Yes,When they're not around,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Sometimes,About half the time,Sometimes,Most of the time,Most of the time,Sometimes,More communication,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,hemp,Quite concerned,Somewhat agree,Somewhat agree,2,9,3,7,8,4,1,6,5,"It is convenient/close by,I DO NOT have a prior relationship with the veterinarian of health care staff,I am confident in the veterinary or health care staff knowledge of the situation,The cost of the treatment",,Quite concerned,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,"Using respectful language (ie. avoiding terms like ""addict"", ""junkie"", etc.),Avoiding non-incriminatory questions (ex. ""Were these your drugs?""),Being knowledgeable about drugs and their effects",,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2317,TRUE,2023-05-18 3:26,,,,25-34,Male,,No,White or European descent,,,Financial aid/Benefits,,2000,Unhoused,,West End,Sibling(s),,"Children (yours or someone else's),No",2,Cat,,I use drugs every day,"Hallucinogens (ex. LSD, magic mushrooms, MDMA/ecstacy),Amphetamines (ex. speed, meth),Depressants (ex. benzos, barbiturates)",,Injection,,Yes (please specify),for example,Outside or in a public place,,Yes,Extremely concerned,Yes,When they're not around,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Sometimes,About half the time,Sometimes,About half the time,About half the time,About half the time,More concern,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,hemp,Moderately concerned,Neither agree nor disagree,Neither agree nor disagree,8,6,1,9,5,3,4,2,7,"It is open/available at the time of the emergency,It is convenient/close by,I have a prior relationship with the veterinarian or healthcare staff,I am confident in the veterinary or health care staff knowledge of the situation",,Moderately concerned,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,"Using respectful language (ie. avoiding terms like ""addict"", ""junkie"", etc.),Discussing patient-vet confidentiality,Providing assurance that accidents happen, that it was not your fault,Being knowledgeable about drugs and their effects",,patience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1042,TRUE,2023-05-18 3:33,0.800000012,Yes,Yes,25-34,Female,,No,Hispanic or Latin American,,,Full-time employment,,35000,"Staying with someone else (family, friend)",,West End,Sibling(s),,Children (yours or someone else's),2,"Dog,Cat",,I have used drugs once or twice a month for the past six months,"Hallucinogens (ex. LSD, magic mushrooms, MDMA/ecstacy),Inhalants (ex. aerosol sprays, glue, gasoline)",,Injection,,No,,At home,,No,Quite concerned,Yes,Put things in a fixed place and lock them,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Most of the time,Most of the time,Always,Most of the time,Most of the time,Most of the time,,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,Cepacol,Extremely concerned,Neither agree nor disagree,Somewhat agree,,,,,,,,,,"It is open/available at the time of the emergency,It is convenient/close by,I am confident in the veterinary or health care staff knowledge of the situation",,Quite concerned,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,"Using respectful language (ie. avoiding terms like ""addict"", ""junkie"", etc.),Emphasizing a commitment to helping your animal,Discussing patient-vet confidentiality",,I refused treatment because of my drug use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,904,TRUE,2023-05-18 3:40,0.300000012,,,35-44,Male,,No,White or European descent,,,"Full-time employment,Piecework/contract work",,,"Staying with someone else (family, friend)",,Richmond,Parent(s),,Children (yours or someone else's),,"Cat,Rat/mouse,Bird,Reptile",,I have used drugs once or twice in the past six months,"Cannabis,Hallucinogens (ex. LSD, magic mushrooms, MDMA/ecstacy),Amphetamines (ex. speed, meth)",,"Smoking/inhalation,Injection,Oral consumption",,Yes (please specify),morphine,"At home,At a friend's, partner's, or relative's home,Outside or in a public place,At a safe injection site",,No,Moderately concerned,Yes,Put on high,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Sometimes,About half the time,Never,Sometimes,Sometimes,Most of the time,,Option 2: I have experienced an animal emergency where my pet has accidentally ingested drugs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-5 times,"Cannabis,Amphetamines (ex. speed, meth),Depressants (ex. benzos, barbuturates),Cocaine, crack",,Opioids,,Strongly agree,Strongly agree,Waited and monitored symptoms/no immediate action,No treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fear of judgement or discrimination,Fear of having your animal taken away,Mistrust of or past negative experiences with veterinary services,Unable to physically access the treatment",,"Avoiding non-incriminatory questions (ex. ""Were these your drugs?""),Providing assurance that accidents happen, that it was not your fault",,
